id,Authors,BestEstimate,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,TotalSpending,GovernmentConsumption,PublicInvestment,SocialSpending,EducationSpending,HealthSpending,OtherSpending,TradeGlobalization,FinancialGlobalization,OverallEconomicGlobalization,ControlVariables,CountryFixedEffects,TimeFixedEffects,CrossSection,StartingYearData,EndYearData,AdvancedCountriesOnly,DevelopingCountriesOnly,MixofCountries,EconometricStrategy,OLS,RandomEffects,GMM,OtherEstimator,JournalName,YearofPublication,EconomicsJournal,JournalImpactFactor,Primary,Crossauthor,Prior,TermsOfTradeRisk,IncomeLevel,GDPgrowth,Unemployment,LaborPower,PartisanPolitics,OldAge,Democracy,GlobalizationInteracted,OtherGovSpending,LevelLevel,ChangeChange,LevelChange,ChangeLevel
6,Iversen and Cusack 2000,0,0.004,0.009090909,0.44,350,293,15,0,1,0,0,0,0,0,1,0,0,"financial openness index, left labor power, interaction of left labor power with trade to GDP, interaction of left labor power with capital openness, Unexpected growth, Automatic consumption",1,1,0,1961,1993,1,0,0,OLS,1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
6,Iversen and Cusack 2000,1,-0.192,0.151181102,-1.27,350,292,15,0,0,0,0,0,0,1,0,1,0,"Trade to GDP, left labor power, interaction of left labor power with trade to GDP, interaction of left labor power with capital openness, GDP growth, old age population, unemployment,",1,1,0,1961,1993,1,0,0,OLS,1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0
6,Iversen and Cusack 2000,0,-0.38,0.155102041,-2.45,350,292,15,0,1,0,0,0,0,0,0,1,0,"Trade to GDP, left labor power, interaction of left labor power with trade to GDP, interaction of left labor power with capital openness, GDP growth, old age population, unemployment,",1,1,0,1961,1993,1,0,0,OLS,1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0
6,Iversen and Cusack 2000,0,-0.045,0.14516129,-0.31,350,293,15,0,0,0,0,0,0,1,0,1,0,"Trade to GDP, left labor power, interaction of left labor power with trade to GDP, interaction of left labor power with capital openness, Unexpected growth, Automatic transfers",1,1,0,1961,1993,1,0,0,OLS,1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
6,Iversen and Cusack 2000,0,-0.012,0.1,-0.12,350,293,15,0,1,0,0,0,0,0,0,1,0,"trade to GDP, left labor power, interaction of left labor power with trade to GDP, interaction of left labor power with capital openness, Unexpected growth, Automatic consumption",1,1,0,1961,1993,1,0,0,OLS,1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
6,Iversen and Cusack 2000,0,-0.005,0.004132231,-1.21,495,466,15,0,0,0,0,0,0,1,1,0,0,"Financial openness index, deindustrialization, left government, electoral participation, strength of labor, automatic transfers",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6,Iversen and Cusack 2000,0,0.018,0.00861244,2.09,495,466,15,0,0,0,0,0,0,1,1,0,0,"Financial openness index, deindustrialization, left government, electoral participation, strength of labor, automatic transfers",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
6,Iversen and Cusack 2000,0,-0.004,0.002325581,-1.72,495,466,15,0,1,0,0,0,0,0,1,0,0,"Financial openness index, deindustrialization, left government, electoral participation, strength of labor, automatic consumption",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6,Iversen and Cusack 2000,0,-0.005,0.005050505,-0.99,495,466,15,0,1,0,0,0,0,0,1,0,0,"Financial openness index, deindustrialization, left government, electoral participation, strength of labor, automatic consumption",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
6,Iversen and Cusack 2000,0,0.01,0.028571429,0.35,495,466,15,0,0,0,0,0,0,1,0,1,0,"Trade to GDP, deindustrialization, left government, electoral participation, strength of labor, automatic transfers",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6,Iversen and Cusack 2000,0,0.016,0.055172414,0.29,495,466,15,0,0,0,0,0,0,1,0,1,0,"Trade to GDP, deindustrialization, left government, electoral participation, strength of labor, automatic transfers",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
6,Iversen and Cusack 2000,0,-0.007,0.01025641,-0.39,495,466,15,0,1,0,0,0,0,0,0,1,0,"Trade to GDP, deindustrialization, left government, electoral participation, strength of labor, automatic consumption",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6,Iversen and Cusack 2000,0,-0.069,0.033333333,-2.07,495,466,15,0,1,0,0,0,0,0,0,1,0,"Trade to GDP, deindustrialization, left government, electoral participation, strength of labor, automatic consumption",1,0,0,1961,1993,1,0,0,OLS (error correction),1,0,0,0,World Politics,2000,0,4.025,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
7,Burgoon 2001,0,-0.02,0.008375209,-2.388,559,493,18,1,0,0,0,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.063,0.025019857,-2.518,270,223,18,1,0,0,0,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,1,-0.007,0.002915452,-2.401,594,528,18,0,1,0,0,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.019,0.006522485,-2.913,270,223,18,0,1,0,0,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.015,0.004072767,-3.683,547,481,18,0,0,0,1,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.029,0.010115103,-2.867,270,223,18,0,0,0,1,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.042,0.014752371,-2.847,270,223,18,0,0,0,1,0,0,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,0.036,0.050991501,0.706,559,493,18,1,0,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, Trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.077,0.087899543,-0.876,270,223,18,1,0,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, Trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.007,0.018421053,-0.38,594,528,18,0,1,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.04,0.022792023,-1.755,270,223,18,0,1,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.033,0.024868124,1.327,547,481,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.009,0.037344398,-0.241,270,223,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.036,0.050139276,-0.718,270,223,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.006,0.006550218,-0.916,559,493,18,1,0,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, Trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,0.01,0.010183299,0.982,270,223,18,1,0,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, Trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.001,0.003508772,-0.285,594,528,18,0,1,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.002,0.00240096,-0.833,270,223,18,0,1,0,0,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.001,0.002493766,0.401,547,481,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1961,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,0.007,0.00433974,1.613,270,223,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,0.007,0.005649718,1.239,270,223,18,0,0,0,1,0,0,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
7,Burgoon 2001,0,-0.031,0.010114192,-3.065,270,241,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.002,0.005347594,0.374,270,241,18,0,0,0,0,0,1,0,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.002,0.004140787,-0.483,270,241,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.001,0.003154574,0.317,270,241,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, FDI, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.037,0.035104364,-1.054,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.008,0.017777778,-0.45,270,241,18,0,0,0,0,0,1,0,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.007,0.013888889,-0.504,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.021,0.005174963,4.058,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.003,0.004137931,0.725,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.001,0.001631321,-0.613,270,241,18,0,0,0,0,0,1,0,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.003,0.001882058,1.594,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,0.001,0.000469704,2.129,270,241,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS,1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
7,Burgoon 2001,0,-0.03,0.011049724,-2.715,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, Portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,0.001,0.008547009,0.117,270,236,18,0,0,0,0,0,1,0,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.008,0.004499438,-1.778,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.002,0.002141328,-0.934,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.006,0.013245033,-0.453,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, Portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,-0.012,0.007366483,-1.629,270,236,18,0,0,0,0,0,1,0,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,-0.007,0.005335366,-1.312,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,-0.002,0.00204499,-0.978,270,236,18,0,0,0,0,0,0,1,1,0,0,"Percentage of low-wage imports, portfolio flows, FDI, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,-0.044,0.038327526,-1.148,270,236,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.018,0.020642202,-0.872,270,236,18,0,0,0,0,0,1,0,0,1,0,"Percentage of low-wage imports, trade to GDP, portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.004,0.017467249,-0.229,270,236,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,0.02,0.006055101,3.303,270,236,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
7,Burgoon 2001,0,-0.006,0.035502959,-0.169,270,236,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, Portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,0.003,0.022727273,0.132,270,236,18,0,0,0,0,0,1,0,0,1,0,"Percentage of low-wage imports, trade to GDP, portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7,Burgoon 2001,0,0.017,0.014418999,1.179,270,236,18,0,0,0,0,0,0,1,0,1,0,"Percentage of low-wage imports, trade to GDP, portfolio flows, deindustrialization, unemployment, GDP per capita, GDP growth, age dependency ratio, left portfolio, Christian democratic portfolio",1,1,0,1980,1994,1,0,0,OLS (error correction),1,0,0,0,International Organization,2001,0,4.517,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
